,property_type,address,postcode,thoroughfare,building_number,sub_building_name,bedrooms,uprn,latitude,longitude,area_code,district_code,number_habitable_rooms,last_transaction_price,last_transaction_date,sample_size,last_transaction_predicted_price,last_transaction_index,last_transaction_predicted_price_model_error,last_transaction_predicted_price_total_error,last_transaction_predicted_price_residual_percentage,0_months_average_price,0_months_predicted_price,0_months_predicted_price_model_error,0_months_predicted_price_total_error,0_months_predicted_price_residual_percentage,12_months_predicted_price,12_months_predicted_price_model_error,12_months_predicted_price_total_error,24_months_predicted_price,24_months_predicted_price_model_error,24_months_predicted_price_total_error
0,F,"Hulme High Street 40; Flat 33, M15 5JS",m155js,HULME HIGH STREET,40,APARTMENT 33,2,10070396197,53.4615616,-2.2484262,M,M15,3,145000,2018-10-12,26,134627.83,1.054,3893.15,12530.797,-0.072,137541.726,139202.747,4051.503,12580.895,0.012,141315.284,4382.801,12691.462,143427.5,6035.69,13352.67
1,F,"Hulme High Street 28; Flat 58, M15 5JS",m155js,HULME HIGH STREET,28,APARTMENT 58,2,10070868409,53.4620165,-2.2483986,M,M15,4,137500,2008-11-03,41,,0.96,,,,143282.911,143718.516,3344.938,16630.882,0.003,144943.137,3696.391,16705.117,146147.467,5505.683,17196.225
2,F,"Hulme High Street 28; Flat 60, M15 5JS",m155js,HULME HIGH STREET,28,APARTMENT 60,2,10070868411,53.4620165,-2.2483986,M,M15,3,130000,2016-09-23,41,126174.061,0.907,3351.071,16632.116,-0.029,143282.911,143718.516,3169.413,16596.469,0.003,144943.137,3492.965,16661.285,146147.467,5553.476,17211.587
3,F,"Hulme High Street 40; Flat 67, M15 5JS",m155js,HULME HIGH STREET,40,APARTMENT 67,2,10070868418,53.4615616,-2.2484262,M,M15,4,133000,2014-10-23,26,,0.967,,,,137541.726,139202.747,4171.11,12619.921,0.012,141315.284,4425.233,12706.177,143427.5,5925.621,13303.279
4,F,Tib Street; Transmission House 101,m41ae,TIB STREET,,FLAT 101,1,10094429469,53.4826547,-2.2370316,M,M4,,185250,2020-06-24,109,172329.375,1.002,4336.784,36080.345,-0.07,184883.335,175828.765,4145.13,36057.811,-0.049,174997.251,4428.84,36091.526,174183.747,5544.513,36245.348
5,F,Tib Street; Transmission House 102,m41ae,TIB STREET,,FLAT 102,2,10094429470,53.4826547,-2.2370316,M,M4,,257000,2020-09-14,156,260117.584,0.958,10405.494,72906,0.012,268137.996,270500.819,12504.008,73234.969,0.009,280985.618,12532.136,73239.777,291449.756,12339.358,73207.037
6,F,Tib Street; Transmission House 105,m41ae,TIB STREET,,FLAT 105,2,10094429473,53.4826547,-2.2370316,M,M4,,249562,2020-06-11,156,260799.663,0.931,12046.548,73158.252,0.045,268137.996,270500.819,12339.828,73207.116,0.009,280985.618,12294.205,73199.44,291449.756,12751.995,73277.717
7,F,Tib Street; Transmission House 106,m41ae,TIB STREET,,FLAT 106,2,10094429474,53.4826547,-2.2370316,M,M4,,280000,2020-07-31,156,270880.98,1.044,11939.23,73140.657,-0.033,268137.996,270500.819,11212.363,73025.527,0.009,280985.618,12152.111,73175.708,291449.756,12012.974,73152.731
8,F,Tib Street; Transmission House 108,m41ae,TIB STREET,,FLAT 108,2,10094429476,53.4826547,-2.2370316,M,M4,,250000,2020-09-24,156,260117.584,0.932,12157.659,73176.63,0.04,268137.996,270500.819,11734.686,73107.546,0.009,280985.618,10998.931,72993.061,291449.756,11648.049,73093.69
9,F,Tib Street; Transmission House 109,m41ae,TIB STREET,,FLAT 109,2,10094429477,53.4826547,-2.2370316,M,M4,,239400,2020-06-25,156,260799.663,0.893,11939.572,73140.713,0.089,268137.996,270500.819,11455.289,73063.22,0.009,280985.618,12517.685,73237.305,291449.756,12403.052,73217.799
10,F,Tib Street; Transmission House 110,m41ae,TIB STREET,,FLAT 110,2,10094429478,53.4826547,-2.2370316,M,M4,,239400,2020-12-18,156,271460.835,0.893,11863.887,73128.396,0.134,268137.996,270500.819,12212.698,73185.794,0.009,280985.618,11081.607,73005.565,291449.756,11901.631,73134.529
11,F,Tib Street; Transmission House 111,m41ae,TIB STREET,,FLAT 111,2,10094429479,53.4826547,-2.2370316,M,M4,,239400,2020-06-16,156,260799.663,0.893,11667.244,73096.751,0.089,268137.996,270500.819,11512.87,73072.27,0.009,280985.618,11348.471,73046.549,291449.756,12494.232,73233.301
12,F,Tib Street; Transmission House 112,m41ae,TIB STREET,,FLAT 112,2,10094429480,53.4826547,-2.2370316,M,M4,,278042,2020-11-06,156,264813.501,1.037,11520.567,73073.483,-0.048,268137.996,270500.819,12041.765,73157.464,0.009,280985.618,11493.055,73069.151,291449.756,12246.592,73191.458
13,F,Tib Street; Transmission House 113,m41ae,TIB STREET,,FLAT 113,1,10094429481,53.4826547,-2.2370316,M,M4,,181350,2020-07-24,109,173404.204,0.981,4367.192,36084.013,-0.044,184883.335,175828.765,4416.391,36090,-0.049,174997.251,4650.18,36119.355,174183.747,5582.464,36251.173
14,F,Tib Street; Transmission House 114,m41ae,TIB STREET,,FLAT 114,1,10094429482,53.4826547,-2.2370316,M,M4,,185250,2020-07-13,109,173404.204,1.002,4751.69,36132.564,-0.064,184883.335,175828.765,4388.403,36086.586,-0.049,174997.251,4575.328,36109.794,174183.747,6377.273,36382.045
15,F,Tib Street; Transmission House 115,m41ae,TIB STREET,,FLAT 115,2,10094429483,53.4826547,-2.2370316,M,M4,,225000,2020-07-03,156,270880.98,0.839,11539.363,73076.449,0.204,268137.996,270500.819,12720.491,73272.241,0.009,280985.618,12181.503,73180.595,291449.756,11489.685,73068.621
16,F,Tib Street; Transmission House 116,m41ae,TIB STREET,,FLAT 116,2,10094429484,53.4826547,-2.2370316,M,M4,,225000,2020-06-24,156,260799.663,0.839,12325.572,73204.714,0.159,268137.996,270500.819,11100.872,73008.491,0.009,280985.618,12425.459,73221.599,291449.756,12781.628,73282.88
17,F,Tib Street; Transmission House 117,m41ae,TIB STREET,,FLAT 117,2,10094429485,53.4826547,-2.2370316,M,M4,,225000,2020-06-12,156,260799.663,0.839,11579.906,73082.862,0.159,268137.996,270500.819,11818.432,73121.035,0.009,280985.618,11395.428,73053.859,291449.756,12754.91,73278.225
18,F,Tib Street; Transmission House 118,m41ae,TIB STREET,,FLAT 118,2,10094429486,53.4826547,-2.2370316,M,M4,,225000,2020-06-19,156,260799.663,0.839,12220.745,73187.137,0.159,268137.996,270500.819,12561.592,73244.823,0.009,280985.618,12405.339,73218.187,291449.756,12318.19,73203.472
19,F,Tib Street; Transmission House 119,m41ae,TIB STREET,,FLAT 119,1,10094429487,53.4826547,-2.2370316,M,M4,,220500,2020-12-18,109,172795.143,1.193,4145.497,36057.853,-0.216,184883.335,175828.765,4465.37,36096.027,-0.049,174997.251,4702.373,36126.112,174183.747,5223.423,36197.621
20,F,Tib Street; Transmission House 121,m41ae,TIB STREET,,FLAT 121,1,10094429489,53.4826547,-2.2370316,M,M4,,175000,2020-06-11,109,172329.375,0.947,4155.728,36059.031,-0.015,184883.335,175828.765,4043.116,36046.226,-0.049,174997.251,4600.514,36112.994,174183.747,5613.606,36255.982
21,F,Tib Street; Transmission House 122,m41ae,TIB STREET,,FLAT 122,2,10094429490,53.4826547,-2.2370316,M,M4,,225000,2020-06-12,156,260799.663,0.839,11531.496,73075.207,0.159,268137.996,270500.819,12380.441,73213.973,0.009,280985.618,11702.824,73102.439,291449.756,12538.405,73240.85
22,F,Tib Street; Transmission House 123,m41ae,TIB STREET,,FLAT 123,1,10094429491,53.4826547,-2.2370316,M,M4,,179550,2020-10-09,109,176677.542,0.971,4255.697,36070.689,-0.016,184883.335,175828.765,4445.887,36093.622,-0.049,174997.251,4644.831,36118.667,174183.747,5561.689,36247.979
23,F,Tib Street; Transmission House 202,m41ae,TIB STREET,,FLAT 202,2,10094429493,53.4826547,-2.2370316,M,M4,,248425,2020-12-18,156,271460.835,0.926,11864.585,73128.509,0.093,268137.996,270500.819,11632.353,73091.19,0.009,280985.618,11978.128,73147.016,291449.756,12365.682,73211.478
24,F,Tib Street; Transmission House 203,m41ae,TIB STREET,,FLAT 203,2,10094429494,53.4826547,-2.2370316,M,M4,,248425,2020-12-22,156,271460.835,0.926,11946.675,73141.872,0.093,268137.996,270500.819,11514.289,73072.494,0.009,280985.618,11971.495,73145.931,291449.756,13277.008,73370.903
25,F,Tib Street; Transmission House 204,m41ae,TIB STREET,,FLAT 204,2,10094429495,53.4826547,-2.2370316,M,M4,,248425,2020-05-12,156,273665.933,0.926,11852.446,73126.541,0.102,268137.996,270500.819,11592.934,73084.927,0.009,280985.618,11917.609,73137.131,291449.756,12253.572,73192.626
26,F,Tib Street; Transmission House 205,m41ae,TIB STREET,,FLAT 205,2,10094429496,53.4826547,-2.2370316,M,M4,,248425,2020-06-29,156,260799.663,0.926,12577.75,73247.596,0.05,268137.996,270500.819,11392.766,73053.443,0.009,280985.618,12419.512,73220.59,291449.756,12380.506,73213.984
27,F,Tib Street; Transmission House 207,m41ae,TIB STREET,,FLAT 207,2,10094429498,53.4826547,-2.2370316,M,M4,,295000,2020-08-24,156,268950.325,1.1,11302.18,73039.371,-0.088,268137.996,270500.819,11991.852,73149.265,0.009,280985.618,12013.323,73152.788,291449.756,12574.63,73247.06
28,F,Tib Street; Transmission House 209,m41ae,TIB STREET,,FLAT 209,2,10094429500,53.4826547,-2.2370316,M,M4,,240806,2020-06-05,156,260799.663,0.898,10725.973,72952.429,0.083,268137.996,270500.819,12263.2,73194.238,0.009,280985.618,12157.195,73176.553,291449.756,12747.265,73276.894
29,F,Tib Street; Transmission House 210,m41ae,TIB STREET,,FLAT 210,2,10094429501,53.4826547,-2.2370316,M,M4,,246600,2020-05-12,156,273665.933,0.92,13279.783,73371.405,0.11,268137.996,270500.819,11202.298,73023.982,0.009,280985.618,11722.062,73105.521,291449.756,11265.204,73033.659
30,F,Tib Street; Transmission House 211,m41ae,TIB STREET,,FLAT 211,2,10094429502,53.4826547,-2.2370316,M,M4,,247803,2020-05-12,156,273665.933,0.924,11829.198,73122.776,0.104,268137.996,270500.819,12695.561,73267.918,0.009,280985.618,12028.405,73155.266,291449.756,11754.182,73110.678
31,F,Tib Street; Transmission House 212,m41ae,TIB STREET,,FLAT 212,2,10094429503,53.4826547,-2.2370316,M,M4,,277830,2020-05-12,156,273665.933,1.036,11410.935,73056.279,-0.015,268137.996,270500.819,11515.228,73072.642,0.009,280985.618,11243.043,73030.244,291449.756,11430.406,73059.323
32,F,Tib Street; Transmission House 213,m41ae,TIB STREET,,FLAT 213,1,10094429504,53.4826547,-2.2370316,M,M4,,188575,2020-05-12,109,174781.153,1.02,4221.211,36066.636,-0.073,184883.335,175828.765,4298.644,36075.781,-0.049,174997.251,4638.14,36117.807,174183.747,5966.84,36312.351
33,F,Tib Street; Transmission House 214,m41ae,TIB STREET,,FLAT 214,1,10094429505,53.4826547,-2.2370316,M,M4,,188575,2020-11-12,109,170429.152,1.02,4399.71,36087.963,-0.096,184883.335,175828.765,4520.374,36102.873,-0.049,174997.251,4407.815,36088.952,174183.747,5735.612,36275.072
34,F,Tib Street; Transmission House 215,m41ae,TIB STREET,,FLAT 215,2,10094429506,53.4826547,-2.2370316,M,M4,,225000,2020-11-06,156,264813.501,0.839,12576.033,73247.301,0.177,268137.996,270500.819,11992.803,73149.421,0.009,280985.618,11576.203,73082.275,291449.756,11886.207,73132.02
35,F,Tib Street; Transmission House 217,m41ae,TIB STREET,,FLAT 217,2,10094429508,53.4826547,-2.2370316,M,M4,,225000,2020-09-11,156,260117.584,0.839,11678.435,73098.538,0.156,268137.996,270500.819,11820.227,73121.325,0.009,280985.618,12207.37,73184.905,291449.756,12855.581,73295.814
36,F,Tib Street; Transmission House 218,m41ae,TIB STREET,,FLAT 218,2,10094429509,53.4826547,-2.2370316,M,M4,,225000,2020-06-10,156,260799.663,0.839,12106.838,73168.203,0.159,268137.996,270500.819,12427.602,73221.962,0.009,280985.618,11777.836,73114.485,291449.756,13195.49,73356.195
37,F,Tib Street; Transmission House 219,m41ae,TIB STREET,,FLAT 219,1,10094429510,53.4826547,-2.2370316,M,M4,,239378,2020-11-12,109,170429.152,1.295,4741.486,36131.223,-0.288,184883.335,175828.765,4125.667,36055.579,-0.049,174997.251,4761.534,36133.86,174183.747,5900.624,36301.529
38,F,Tib Street; Transmission House 220,m41ae,TIB STREET,,FLAT 220,Studio,10094429511,53.4826547,-2.2370316,M,M4,,172800,2020-05-01,,,,,,,,,,,,,,,,,
39,F,Tib Street; Transmission House 222,m41ae,TIB STREET,,FLAT 222,2,10094429513,53.4826547,-2.2370316,M,M4,,237931,2021-01-15,156,259313.853,0.887,12471.118,73229.361,0.09,268137.996,270500.819,12026.799,73155.002,0.009,280985.618,12251.296,73192.245,291449.756,12177.495,73179.928
40,F,Tib Street; Transmission House 223,m41ae,TIB STREET,,FLAT 223,1,10094429514,53.4826547,-2.2370316,M,M4,,183427,2020-12-08,109,172795.143,0.992,4082.019,36050.61,-0.058,184883.335,175828.765,4219.982,36066.492,-0.049,174997.251,4568.361,36108.912,174183.747,5743.551,36276.328
41,F,Tib Street; Transmission House 301,m41ae,TIB STREET,,FLAT 301,1,10094701331,53.4826547,-2.2370316,M,M4,,191900,2020-09-09,109,174296.774,1.038,4104.258,36053.135,-0.092,184883.335,175828.765,4429.832,36091.648,-0.049,174997.251,4712.995,36127.496,174183.747,5976.363,36313.917
42,F,Tib Street; Transmission House 302,m41ae,TIB STREET,,FLAT 302,2,10094701332,53.4826547,-2.2370316,M,M4,,253175,2020-12-18,156,271460.835,0.944,10431.011,72909.646,0.072,268137.996,270500.819,12107.463,73168.307,0.009,280985.618,12128.825,73171.845,291449.756,11973.482,73146.256
43,F,Tib Street; Transmission House 303,m41ae,TIB STREET,,FLAT 303,2,10094701333,53.4826547,-2.2370316,M,M4,,253175,2020-08-12,156,268950.325,0.944,11844.831,73125.307,0.062,268137.996,270500.819,12285.807,73198.029,0.009,280985.618,12003.34,73151.149,291449.756,12080.77,73163.895
44,F,Tib Street; Transmission House 304,m41ae,TIB STREET,,FLAT 304,2,10094701334,53.4826547,-2.2370316,M,M4,,364550,2020-05-13,156,273665.933,1.36,11826.214,73122.293,-0.249,268137.996,270500.819,12053.468,73159.391,0.009,280985.618,11696.594,73101.442,291449.756,12476.178,73230.222
45,F,Tib Street; Transmission House 305,m41ae,TIB STREET,,FLAT 305,2,10094701335,53.4826547,-2.2370316,M,M4,,252202,2020-10-12,156,259997.396,0.941,11567.97,73080.972,0.031,268137.996,270500.819,11726.14,73106.175,0.009,280985.618,12430.283,73222.417,291449.756,11732.556,73107.204
46,F,Tib Street; Transmission House 307,m41ae,TIB STREET,,FLAT 307,2,10094701337,53.4826547,-2.2370316,M,M4,,305000,2020-07-03,156,270880.98,1.137,11512.33,73072.185,-0.112,268137.996,270500.819,12194.452,73182.752,0.009,280985.618,12131.925,73172.359,291449.756,12874.887,73299.203
47,F,Tib Street; Transmission House 308,m41ae,TIB STREET,,FLAT 308,2,10094701338,53.4826547,-2.2370316,M,M4,,250325,2020-07-24,156,270880.98,0.934,11951.019,73142.582,0.082,268137.996,270500.819,11995.582,73149.877,0.009,280985.618,11897.506,73133.857,291449.756,12142.358,73174.089
48,F,Tib Street; Transmission House 309,m41ae,TIB STREET,,FLAT 309,2,10094701339,53.4826547,-2.2370316,M,M4,,250325,2020-09-22,156,260117.584,0.934,11814.817,73120.451,0.039,268137.996,270500.819,12499.995,73234.284,0.009,280985.618,12768.023,73280.508,291449.756,12565.357,73245.469
49,F,Tib Street; Transmission House 310,m41ae,TIB STREET,,FLAT 310,2,10094701340,53.4826547,-2.2370316,M,M4,,253925,2020-05-01,156,267020.086,0.947,11086.51,73006.309,0.052,268137.996,270500.819,11684.418,73099.494,0.009,280985.618,11795.304,73117.301,291449.756,11715.015,73104.391
50,F,Tib Street; Transmission House 311,m41ae,TIB STREET,,FLAT 311,2,10094701341,53.4826547,-2.2370316,M,M4,,241100,2020-07-10,156,270880.98,0.899,11490.56,73068.758,0.124,268137.996,270500.819,11573.78,73081.891,0.009,280985.618,12967.132,73315.462,291449.756,12845.054,73293.969
51,F,Tib Street; Transmission House 312,m41ae,TIB STREET,,FLAT 312,2,10094701342,53.4826547,-2.2370316,M,M4,,272650,2020-12-21,156,271460.835,1.017,12794.106,73285.057,-0.004,268137.996,270500.819,11548.36,73077.87,0.009,280985.618,12448.959,73225.59,291449.756,10786.167,72961.304
52,F,Tib Street; Transmission House 313,m41ae,TIB STREET,,FLAT 313,1,10094701343,53.4826547,-2.2370316,M,M4,,191900,2019-04-30,109,169453.236,1.038,4652.925,36119.708,-0.117,184883.335,175828.765,4578.702,36110.222,-0.049,174997.251,4326.078,36079.06,174183.747,5511.818,36240.361
53,F,Tib Street; Transmission House 314,m41ae,TIB STREET,,FLAT 314,1,10094701344,53.4826547,-2.2370316,M,M4,,191000,2020-10-14,109,176677.542,1.033,4372.283,36084.629,-0.075,184883.335,175828.765,4389.551,36086.726,-0.049,174997.251,4300.049,36075.948,174183.747,5945.066,36308.779
